Anketa_Number,A_1,A_2,A_3,A_4,A_5,A_6,A_7,A_8,A_9,A_10,A_11,B_1,B_2,B_3,B_4,B_5,B_6,C1_1,C1_2,C2_1,C2_2,C3_1,C3_2,C4_1,C4_2,C5_1,C5_2,C6_1,C6_2,C7_1,C7_2,C8_1,C8_2,C9_1,C9_2,C10_1,C10_2,Expert,
anketa_10363,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10364,7,7,7,7,7,7,7,6,6,6,5,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10366,1,1,3,1,1,2,1,2,1,2,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10368,7,5,1,6,1,7,1,3,5,2,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10371,1,6,5,7,5,4,5,2,4,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10375,6,7,7,4,3,6,1,1,2,6,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10381,7,2,7,7,7,4,1,1,1,7,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10384,5,4,2,2,2,4,4,3,1,4,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_10386,7,4,5,4,1,3,1,4,1,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10389,4,4,3,3,3,4,3,2,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10390,7,2,5,1,2,3,1,1,1,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10392,5,2,4,2,2,3,3,4,4,4,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10394,7,6,4,7,4,6,5,2,7,7,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10395,5,4,3,3,4,2,2,2,3,3,3,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10396,2,4,5,5,3,6,5,2,4,7,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10397,7,6,4,5,5,7,5,3,4,7,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10402,5,4,4,3,1,3,4,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10403,7,7,7,7,7,7,7,4,4,7,7,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,
anketa_10405,6,3,1,5,2,6,1,1,1,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10406,6,7,5,7,7,7,6,5,6,7,5,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10407,1,7,5,7,7,7,7,2,6,7,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10411,1,1,1,1,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10412,3,2,2,2,2,2,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10413,4,7,4,7,3,7,4,2,5,5,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10414,6,6,6,6,6,6,6,4,4,4,4,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10415,7,1,2,1,1,3,3,2,1,5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10417,7,1,1,3,1,7,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10418,6,6,6,6,5,6,4,3,5,5,6,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10420,4,6,6,7,6,7,6,4,5,6,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10421,7,7,7,5,3,1,1,2,4,2,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10422,7,1,2,1,1,2,1,1,1,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10424,7,2,4,5,4,6,3,4,2,3,4,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10425,7,1,1,1,1,1,2,1,2,7,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10426,2,7,4,7,6,7,5,1,3,4,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10427,7,3,7,3,2,1,1,2,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10428,1,3,2,2,3,5,5,2,3,5,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_10429,3,4,2,3,3,4,3,1,3,5,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10433,6,5,5,6,4,5,4,6,5,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10434,3,7,7,7,6,6,5,3,7,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_10435,4,2,2,1,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20009,5,7,5,7,6,7,3,6,7,7,6,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,
anketa_20015,7,6,6,5,4,5,1,4,3,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
anketa_20016,5,5,4,6,7,7,4,4,3,7,3,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,
anketa_20017,3,7,4,7,1,7,2,4,7,7,4,1,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,
anketa_20020,7,7,7,7,7,7,1,6,7,7,7,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,
anketa_20023,7,6,7,7,6,7,7,5,4,7,4,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,
anketa_20025,3,7,5,7,7,7,2,5,7,7,4,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20026,4,5,7,6,6,6,4,4,1,6,2,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,
anketa_20028,5,2,5,4,3,3,4,5,4,6,2,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20029,3,6,6,7,5,6,4,5,5,6,6,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,
anketa_20030,7,7,6,7,7,7,6,5,7,7,5,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,
anketa_20031,7,6,7,7,7,7,7,4,5,7,5,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,
anketa_20033,7,2,6,5,5,6,2,2,5,7,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20035,7,7,6,7,4,4,3,3,3,7,2,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,
anketa_20036,1,1,7,7,6,5,3,2,7,7,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20037,4,7,7,6,5,7,1,4,7,7,7,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,
anketa_20038,4,2,3,7,3,4,1,3,2,6,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20046,7,7,7,7,7,7,5,6,5,7,6,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0,
anketa_20049,5,4,6,7,7,7,7,6,6,7,5,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,
anketa_20050,7,4,7,5,7,6,7,6,7,7,6,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20052,7,5,7,5,3,5,2,3,2,7,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20053,1,5,5,5,5,7,3,4,4,7,3,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,
anketa_20054,4,6,7,7,7,6,2,5,4,7,6,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,
anketa_20055,7,7,7,7,7,7,7,7,6,7,6,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,
anketa_20057,1,7,2,7,7,7,1,7,7,7,7,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,
anketa_20058,7,7,7,7,7,7,1,6,6,7,7,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,
anketa_20064,4,4,2,6,7,7,5,5,7,7,3,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,
anketa_20065,6,7,7,7,7,7,2,5,6,7,5,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,
anketa_20069,4,3,4,5,4,2,6,4,6,3,7,1,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,
anketa_20070,1,5,7,7,5,7,3,6,4,7,3,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_20072,7,1,4,4,1,1,7,7,4,7,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,
anketa_20073,3,4,5,6,6,6,5,4,6,5,4,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_20075,6,4,7,6,5,6,2,6,5,7,6,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,
anketa_20076,7,7,7,7,7,7,7,5,4,7,6,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,
anketa_20077,7,4,6,5,5,5,2,5,2,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20078,4,4,6,6,5,4,1,5,2,6,7,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,
anketa_20080,2,7,7,7,6,7,5,5,7,7,4,1,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,
anketa_20081,4,5,5,6,7,6,5,5,7,5,2,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,
anketa_20082,1,4,2,6,7,7,4,3,1,7,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,
anketa_20084,7,7,7,5,5,5,5,3,4,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
anketa_20086,4,4,6,6,6,7,4,4,4,7,4,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,
anketa_20087,7,5,6,6,5,7,7,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
anketa_20088,6,7,7,7,5,6,7,4,2,6,5,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,
anketa_20089,1,4,7,7,4,7,7,5,7,7,7,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,
anketa_20090,3,7,7,7,5,7,4,4,2,7,3,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,
anketa_20099,7,7,7,7,7,7,7,6,6,7,5,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,
anketa_20105,6,7,7,7,7,7,3,3,7,7,5,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20109,5,5,6,6,5,6,2,4,3,7,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,
anketa_20110,7,5,1,4,5,7,7,1,1,7,2,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,
anketa_20113,7,6,7,7,5,6,5,3,6,6,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20114,7,7,2,6,7,7,1,5,4,7,6,0,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,
anketa_20115,6,7,7,7,7,7,6,3,5,4,2,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20116,4,5,6,6,5,7,3,4,3,7,2,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20117,7,6,5,6,5,6,4,5,4,7,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20118,3,4,7,7,7,6,4,4,3,5,3,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,
anketa_20120,2,5,5,5,5,5,1,3,6,4,4,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_20122,7,2,7,6,4,7,1,3,1,7,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20123,7,3,5,2,3,6,1,2,5,6,2,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20126,1,6,6,6,6,6,3,5,7,7,5,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,
anketa_20127,6,5,7,7,6,7,4,7,3,6,7,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,
anketa_20128,7,6,3,6,5,7,1,5,6,7,6,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20134,5,7,7,7,7,6,1,4,6,7,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,
anketa_20135,4,4,6,7,6,6,3,4,2,7,2,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,
anketa_20136,1,5,5,5,3,4,3,4,4,4,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20138,7,5,7,7,6,7,3,3,4,6,4,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
anketa_20139,6,6,7,7,5,7,4,5,4,7,3,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,
anketa_20141,7,7,5,7,7,7,4,4,7,7,4,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,
anketa_20143,1,7,7,7,7,4,7,6,7,7,5,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,
anketa_20144,7,7,7,7,7,7,7,5,7,7,5,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
anketa_20145,7,4,2,7,7,4,1,3,5,7,2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,
anketa_20146,6,4,6,6,6,6,6,6,7,7,5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,
anketa_20148,3,7,6,6,6,5,7,4,2,7,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,
anketa_20150,1,3,7,5,4,5,1,3,4,6,7,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,
anketa_20152,1,4,4,4,5,3,6,4,3,7,4,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20155,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
anketa_20156,1,1,2,1,1,1,3,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
anketa_20158,6,5,5,5,4,4,4,3,1,7,3,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,
anketa_20159,7,7,7,7,7,6,1,4,4,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,
anketa_20161,2,3,5,5,5,5,1,4,3,7,3,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,
anketa_20163,7,7,7,7,7,7,5,4,7,7,4,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,
anketa_20166,7,7,7,7,7,7,7,7,7,7,7,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,
anketa_20167,7,1,1,1,1,2,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,
anketa_20168,2,6,6,7,3,7,1,4,3,7,3,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,
anketa_20169,5,5,6,5,5,7,5,4,3,7,2,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,
anketa_20170,7,7,7,7,7,7,4,2,5,7,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,
anketa_20172,6,5,7,4,2,4,2,3,4,7,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,
anketa_20173,7,7,7,7,4,3,6,4,2,7,6,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,
anketa_20179,7,6,7,7,6,7,5,5,4,7,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,
anketa_20181,2,7,3,7,4,7,1,4,4,7,2,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,
anketa_20182,6,6,7,7,6,6,4,6,5,7,4,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,
anketa_20184,3,7,7,7,7,6,7,5,5,7,5,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,
anketa_20186,3,4,3,4,4,5,5,4,5,4,6,1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,
anketa_20187,7,3,4,7,7,7,1,3,4,7,4,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,
anketa_20188,6,3,4,3,2,3,1,1,4,5,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,
anketa_20189,6,2,3,3,2,6,1,3,2,7,2,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,
anketa_20190,7,7,7,7,6,6,2,3,2,7,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
anketa_20192,7,6,7,6,5,6,5,4,4,7,4,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,1,
anketa_20194,3,4,4,4,6,6,6,5,3,6,4,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,
anketa_20195,6,4,5,5,5,5,6,3,4,6,3,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,
anketa_20197,7,6,6,7,6,6,2,5,2,7,5,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,
anketa_20198,7,1,1,1,3,1,3,2,1,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
anketa_20201,5,5,6,4,3,6,7,3,5,7,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
anketa_20202,5,2,6,5,5,6,1,1,2,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
anketa_20204,7,7,7,7,7,7,7,5,6,7,5,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,
anketa_20208,7,4,3,3,3,7,5,3,4,7,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,
anketa_20209,7,4,5,3,3,5,2,1,3,7,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,
anketa_20210,4,5,4,4,6,6,5,4,5,4,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
anketa_20212,7,5,7,7,6,7,2,4,2,7,5,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,
anketa_20217,7,6,7,6,7,7,6,5,4,7,4,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
anketa_20218,7,7,7,7,4,6,5,4,3,7,7,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,
anketa_20221,6,6,7,6,6,7,6,4,4,7,4,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,
anketa_20222,5,2,4,3,3,7,5,2,1,7,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,
anketa_20223,4,6,3,5,3,4,2,5,3,7,3,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,
anketa_20224,6,6,6,6,6,6,5,4,3,7,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,
anketa_20229,6,5,7,6,6,6,5,6,4,7,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
anketa_20231,4,2,5,6,4,4,3,4,3,5,3,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,
anketa_20231,4,2,5,6,4,4,3,4,3,5,3,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,
anketa_20232,7,4,7,4,5,6,1,3,3,7,4,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,
anketa_20233,4,4,5,5,6,6,5,4,3,7,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,
anketa_20237,6,7,7,7,6,6,5,3,5,7,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
anketa_20239,7,7,7,7,7,7,1,2,5,7,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
anketa_20240,3,5,7,5,7,7,1,2,3,7,3,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,
anketa_20242,7,7,5,7,3,2,3,3,5,7,2,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,
anketa_20243,7,5,5,7,6,7,3,5,4,7,5,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,
